data_iniSE;SE;casos_est;casos_est_min;casos_est_max;casos;p_rt1;p_inc100k;Localidade_id;nivel;id;versao_modelo;tweet;Rt;pop;tempmin;umidmax;receptivo;transmissao;nivel_inc;umidmed;umidmin;tempmed;tempmax;casprov;casprov_est;casprov_est_min;casprov_est_max;casconf;notif_accum_year;Nome_Município;codigo_municipio_completo
2023-02-19;202308;0.0;0;0;0;0.0;0.0;0;1;330560420230819416;2023-02-28;0.0;0.0;21774.0;24.0;91.726315;0;0;0;71.5564975;62.7153;28.230769;30.5;;;;;;3;Silva Jardim;3305604
2023-02-12;202307;0.0;0;0;0;0.0;0.0;0;1;330560420230719416;2023-02-28;0.0;0.0;21774.0;24.0909090909091;92.15251;0;0;0;74.5215736363636;61.7960100909091;28.389144;31.4545454545455;;;;;;3;Silva Jardim;3305604
2023-02-05;202306;0.0;0;0;0;0.0;0.0;0;1;330560420230619416;2023-02-28;0.0;0.0;21774.0;23.8571428571429;93.4158371428571;0;0;0;75.3874062857143;61.4371135714286;27.67326;30.2857142857143;;;;;;3;Silva Jardim;3305604
2023-01-29;202305;0.0;0;0;0;0.0;0.0;0;1;330560420230519416;2023-02-28;0.0;0.0;21774.0;25.1428571428571;84.4416085714286;0;0;0;70.05885;59.6822584285714;28.4324087142857;31.1428571428571;;;;;;3;Silva Jardim;3305604
2023-01-22;202304;0.0;0;0;0;0.0;0.0;0;1;330560420230419416;2023-02-28;0.0;0.0;21774.0;23.2857142857143;95.0320814285714;0;0;0;78.9445005714286;68.8586654285714;26.7145658571429;28.5714285714286;;;;;;3;Silva Jardim;3305604
2023-01-15;202303;0.0;0;0;0;0.0;0.0;0;1;330560420230319416;2023-02-28;0.0;0.0;21774.0;23.8571428571429;90.396082;0;0;0;79.3033005714286;72.3191382857143;26.1448981428571;27.5714285714286;;;;;;3;Silva Jardim;3305604
2023-01-08;202302;0.0;0;0;0;0.0;0.0;0;1;330560420230219416;2023-02-28;0.0;0.0;21774.0;22.8571428571429;95.0822485714286;0;0;0;83.1965301428571;70.9565611428571;25.9587304285714;28.5714285714286;;;;;;3;Silva Jardim;3305604
2023-01-01;202301;0.0;0;0;0;0.0;0.0;0;1;330560420230119416;2023-02-28;0.0;0.0;21774.0;22.5714285714286;92.8701285714286;0;0;0;81.7716295714286;72.5270065714286;24.8547617142857;27.0;;;;;;3;Silva Jardim;3305604
2022-12-25;202252;1.0;1;1;1;0.9632679;4.5926332;0;1;330560420225219416;2023-02-28;0.0;19.0;21774.0;23.3333333333333;88.68132;1;0;0;83.042145;78.0724056666667;24.5714283333333;25.3333333333333;;;;;;3;Silva Jardim;3305604
2022-12-18;202251;0.0;0;0;0;0.0;0.0;0;1;330560420225119416;2023-02-28;0.0;0.0;21774.0;23.5;86.2299575;0;0;0;74.212313;67.54556;25.339286;26.5;;;;;;3;Silva Jardim;3305604
2022-12-11;202250;0.0;0;0;0;0.0;0.0;0;1;330560420225019416;2023-02-28;0.0;0.0;21774.0;23.1666666666667;88.0676841666667;0;0;0;73.4393133333333;64.387305;25.8250916666667;27.5;;;;;;3;Silva Jardim;3305604
2022-12-04;202249;0.0;0;0;0;0.0;0.0;0;1;330560420224919416;2023-02-28;0.0;0.0;21774.0;22.4285714285714;91.9105137142857;0;0;0;79.7545807142857;70.5167567142857;25.0312922857143;27.0;;;;;;3;Silva Jardim;3305604
2022-11-27;202248;0.0;0;0;0;0.0;0.0;0;1;330560420224819416;2023-02-28;0.0;0.0;21774.0;22.7142857142857;93.36904;0;0;0;87.1351774285714;80.2418728571429;23.9874408571429;25.4285714285714;;;;;;3;Silva Jardim;3305604
2022-11-20;202247;0.0;0;0;0;0.0;0.0;0;1;330560420224719416;2023-02-28;0.0;0.0;21774.0;22.1428571428571;90.1937885714286;0;0;0;77.596385;69.4857872857143;24.9238618571429;26.5714285714286;;;;;;3;Silva Jardim;3305604
2022-11-13;202246;0.0;0;0;0;0.0;0.0;0;1;330560420224619416;2023-02-28;0.0;0.0;21774.0;22.4285714285714;84.8760894285714;0;0;0;75.1333062857143;66.5746958571429;24.8744965714286;26.8571428571429;;;;;;3;Silva Jardim;3305604
2022-11-06;202245;0.0;0;0;0;0.0;0.0;0;1;330560420224519416;2023-02-28;0.0;0.0;21774.0;21.0;91.6233185714286;0;0;0;79.2542748571429;68.6925542857143;23.2744635714286;25.0;;;;;;3;Silva Jardim;3305604
2022-10-30;202244;0.0;0;0;0;0.0;0.0;0;1;330560420224419416;2023-02-28;0.0;0.0;21774.0;20.7142857142857;88.4517222857143;0;0;0;72.324521;57.9364972857143;23.688697;26.4285714285714;;;;;;3;Silva Jardim;3305604
2022-10-23;202243;0.0;0;0;0;0.0;0.0;0;1;330560420224319416;2023-02-28;0.0;0.0;21774.0;22.0;91.7420171428571;0;0;0;76.649785;68.1792904285714;25.0193614285714;26.7142857142857;;;;;;3;Silva Jardim;3305604
2022-10-16;202242;0.0;0;0;0;0.0;0.0;0;1;330560420224219416;2023-02-28;0.0;0.0;21774.0;22.7142857142857;86.3172214285714;0;0;0;75.3174305714286;58.9697642857143;25.1780218571429;27.7142857142857;;;;;;3;Silva Jardim;3305604
2022-10-09;202241;0.0;0;0;0;0.0;0.0;0;1;330560420224119416;2023-02-28;0.0;0.0;21774.0;22.5714285714286;90.9059114285714;0;0;0;77.394038;66.7160061428571;25.0488718571429;27.1428571428571;;;;;;3;Silva Jardim;3305604
2022-10-02;202240;0.0;0;0;0;0.0;0.0;0;1;330560420224019416;2023-02-28;0.0;0.0;21774.0;20.8571428571429;90.85971;0;0;0;79.8897388571429;67.7037852857143;22.7440607142857;24.5714285714286;;;;;;3;Silva Jardim;3305604
2022-09-25;202239;0.0;0;0;0;0.0;0.0;0;1;330560420223919416;2023-02-28;0.0;0.0;21774.0;19.5714285714286;87.7881585714286;0;0;0;79.7519348571429;72.8846208571429;21.635636;23.1428571428571;;;;;;3;Silva Jardim;3305604
2022-09-18;202238;0.0;0;0;0;0.0;0.0;0;1;330560420223819416;2023-02-28;0.0;0.0;21774.0;18.8571428571429;90.8413428571429;0;0;0;79.0898674285714;71.2301042857143;20.7704867142857;22.1428571428571;;;;;;3;Silva Jardim;3305604
2022-09-11;202237;0.0;0;0;0;0.0;0.0;0;1;330560420223719416;2023-02-28;0.0;0.0;21774.0;18.7142857142857;93.98268;0;0;0;81.3848998571429;71.8846508571429;20.735008;22.5714285714286;;;;;;3;Silva Jardim;3305604
2022-09-04;202236;0.0;0;0;0;0.0;0.0;0;1;330560420223619416;2023-02-28;0.0;0.0;21774.0;19.2857142857143;83.2555577142857;0;0;0;67.0810284285714;53.8135247142857;22.4175822857143;24.8571428571429;;;;;;3;Silva Jardim;3305604
2022-08-28;202235;0.0;0;0;0;0.0;0.0;0;1;330560420223519416;2023-02-28;0.0;0.0;21774.0;17.5714285714286;87.3972434285714;0;0;0;76.1962854285714;66.2624412857143;19.9175824285714;21.4285714285714;;;;;;3;Silva Jardim;3305604
2022-08-21;202234;0.0;0;0;0;0.0;0.0;0;1;330560420223419416;2023-02-28;0.0;0.0;21774.0;18.8571428571429;86.09968;0;0;0;76.4809534285714;66.0623825714286;21.1947584285714;23.1428571428571;;;;;;3;Silva Jardim;3305604
2022-08-14;202233;0.0;0;0;0;0.0;0.0;0;1;330560420223319416;2023-02-28;0.0;0.0;21774.0;19.5714285714286;83.2507528571429;0;0;0;72.0102557142857;60.8088395714286;21.7307692857143;23.8571428571429;;;;;;3;Silva Jardim;3305604
2022-08-07;202232;0.0;0;0;0;0.0;0.0;0;1;330560420223219416;2023-02-28;0.0;0.0;21774.0;20.0;89.4319014285714;0;0;0;78.3309367142857;67.6277784285714;22.012546;23.5714285714286;;;;;;3;Silva Jardim;3305604
2022-07-31;202231;0.0;0;0;0;0.0;0.0;0;1;330560420223119416;2023-02-28;0.0;0.0;21774.0;19.1428571428571;87.6641991428571;0;0;0;74.5259941428571;63.3983558571429;22.2692307142857;24.4285714285714;;;;;;3;Silva Jardim;3305604
2022-07-24;202230;0.0;0;0;0;0.0;0.0;0;1;330560420223019416;2023-02-28;0.0;0.0;21774.0;20.1428571428571;87.6651651428571;0;0;0;71.0373251428571;55.2341591428571;23.3212715714286;26.4285714285714;;;;;;3;Silva Jardim;3305604
